,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
818,YWCA of Richmond,(765) 966-0538,Richmond,IN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","15 S 11th St, Richmond, IN 47374, United States",39.8285322,-84.8874488
819,Battlefield Lighthouse Services Corporation,844-728-3257,Richmond,VA,"Child Sexual Abuse, Human Trafficking",NA,Shelter/Safe House,"470 Tredegar St, Richmond, VA 23219, United States",37.535554,-77.445781
820,C A P S E A Inc,(814) 486-1227,Ridgway,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","28 Morgan Ave, Ridgway, PA 15853, United States",41.4243586,-78.7291322
821,HOGARES RAFAELA YBARRA INC.,(787) 763-1204,RIO PIEDRAS,PR,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Group Treatment, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","432 Calle Torrelaguna, San Juan, 00923, Puerto Rico",18.4178712,-66.0349611
822,Jackson County Commission,(304) 373-2275,Ripley,WV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","217 South St, Ripley, WV 25271, United States",38.8173171,-81.7131414
823,County of Riverside,(951) 955-5689,Riverside,CA,"Child Sexual Abuse,",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Therapy","4080 Lemon St, Riverside, CA 92501, United States",33.9778059,-117.3732612
824,Roanoke Commonwealth Atty's Office,(540) 853-2626,Roanoke,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","315 Church Ave SW # C, Roanoke, VA 24016, United States",37.2707702,-79.9461137
825,"Hannah's Place, Inc.",(252) 541-2037,Roanoke Rapids,NC,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1034 Roanoke Ave, Roanoke Rapids, NC 27870, United States",36.4551486,-77.657382
826,"Hannah's Place, Inc.",(252) 541-2037,Roanoke Rapids,NC,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","258 Roanoke Ave, Roanoke Rapids, NC 27870, United States",36.4685203,-77.650637
827,ROCHESTER SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,(585) 325-6101,ROCHESTER,NY,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","148 S Fitzhugh St, Rochester, NY 14608, United States",43.1497004,-77.6122178
828,"Children's Attention Home, Inc",( ) 328-8871,Rock Hill,SC,"Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Therapy","Rock Hill, SC 29732, United States",34.9944873,-81.0533854
829,"Safe Passage, Inc.",(803) 329-3336,Rock Hill,SC,"Adult Sexual Assault, Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House,","104 Oakland Ave, Rock Hill, SC 29730, United States",34.9301657,-81.0237268
830,YWCA - Family Justice Center,(307) 352-6635,Rock Springs,WY,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","2620 Commercial Way, Rock Springs, WY 82901, United States",41.5816312,-109.2570411
831,YWCA - Family Justice Center,(307) 352-6635,Rock Springs,WY,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1035 Jackson St, Rock Springs, WY 82901, United States",41.5895558,-109.2501101
832,Court Appointed Special Advocate (CASA) - Montgomery County Maryland Inc.,(301) 340-7458,Rockville,MD,"Child Sexual Abuse,",Court,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1010 Grandin Ave # A1, Rockville, MD 20851, United States",39.0800503,-77.1324272
833,My Sister's House,(252) 462-0366,Rocky Mount,NC,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","210 W Church St, Nashville, NC 27856, United States",35.9741637,-77.9685279
834,Safe Harbor,(406) 676-9242,Ronan,MT,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","686 Black Point Rd, Polson, MT 59860, United States",47.7855115,-114.1348746
835,"Assurance Home, Inc.",(575) 624-1780,Roswell,NM,"Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1000 E 18th St, Roswell, NM 88201, United States",33.4133742,-104.5099021
836,Williamson County Crisis Center dba Hope Alliance,(512) 255-1212,Round Rock,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1011 Gattis School Rd # 110, Round Rock, TX 78664, United States",30.4952411,-97.6662984
837,Musselshell County Attorney,(406) 323-2230,Roundup,MT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","820 Main St, Roundup, MT 59072, United States",46.4496704,-108.5416973
838,Mini Cassia Shelter For Women,(208) 436-0332,Rupert,ID,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","723 F St, Rupert, ID 83350, United States",42.6192958,-113.6753681
839,River Valley Shelter,(479) 968-3110,Russellville,AR,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Shelter/Safe House,","Prairie Creek, Russellville, AR, USA",35.2885252,-93.1394534
840,Campbell County,(434) 332-9613,Rustburg,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Rustburg, VA 24588, USA",37.2768113,-79.1008543
841,"Pine Hills Children's Advocacy Center, Inc.",(318) 255-7273,Ruston,LA,"Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","117 S Trenton St, Ruston, LA 71270, United States",32.52771,-92.6391479
842,Rutland County Women's Network and Shelter,(802) 775-6788,Rutland,VT,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Shelter/Safe House,","46 Evelyn St # 201, Rutland, VT 05701, United States",43.6066235,-72.9807242
843,Crime Victims Assistance Network (iCAN) Foundation,(916) 273-3603,Sacramento,CA,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1809 S St, Sacramento, CA 95811, United States",38.5679012,-121.4862313
844,California Department of Corrections and Rehabilitation,916-322-6676,Sacramento,CA,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Abduction, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Hate Crime, Human Trafficking, Identity Theft, Missing Persons, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime",Corrections,"Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Direct Clinical Services, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Forensic Examinations, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Support Group(s), Telephone Contacts , Th","1515 S St #101n, Sacramento, CA 95811, United States",38.5687736,-121.4903811
